vehicleplatenumber,rapid_times,deceleration_times,fatigueDriving_times,idlePreheating_times,overlongIdle_times,coastingEngineoff_times,speeding_times,changeRoad_times,safeMiles_flag,speed_stabilization,lowVisibilitySpeeding_times,crossWind_time,highWind_time,adverseweatherSpeeding_times,average_speed,againstWind_time,diseconomicSpeed_rate,safescorebyPredict,totalscorebyPredict
AF00032,436,509,2,0,9,0,0,0,0,0.790637467,0,0,0,0,49.91053929,0,0.881282797,61.00185147,59.56834246
AF00042,276,289,2,0,14,0,0,0,0,0.805447223,0,0,0,0,36.11712236,0,0.99892717,66.54257878,61.07024762
AF00044,94,103,0,7,8,0,0,0,0,0.7832537,0,0,0,0,41.79018578,0,0.977046311,79.43915282,74.90473704
AF00047,439,459,1,0,13,0,0,0,0,0.795285671,0,0,0,0,34.97051304,0,0.999173443,64.94732006,58.78415105
AF00049,306,396,0,0,21,0,0,0,0,0.805663619,0,0,0,0,50.76439607,0,0.915433232,70.02709936,67.00231294
AF00054,183,208,0,0,10,0,0,0,0,0.832871395,0,0,0,0,40.46998763,0,0.993737007,76.21520686,70.68373704
AF00056,282,315,0,0,28,0,0,0,0,0.803110823,0,0,0,0,34.26855973,0,1,73.14763333,67.14891867
AF00063,262,317,0,0,21,0,0,0,0,0.784851681,0,0,0,0,49.68300876,0,0.938977086,72.79619781,69.07125983
AF00066,342,361,2,0,29,0,0,1,0,0.799658328,0,0,0,0,35.38688229,0,0.992502684,65.61817468,59.28879598
AF00071,202,226,1,0,10,0,0,0,0,0.829632015,0,0,0,0,49.19738876,0,0.987490785,71.10554779,66.49233698
AF00079,159,170,0,3,7,0,0,0,0,0.815154603,0,0,0,0,40.35009023,0,0.974091261,77.28271035,72.23732492
AF00084,343,364,1,1,22,0,0,0,0,0.817316513,0,0,0,0,48.01425219,0,0.962022781,67.45192085,63.06010355
AF00085,252,298,2,0,21,0,0,0,0,0.814653604,0,0,0,0,47.64334279,0,0.940196419,66.25265665,62.78231327
AF00087,77,95,0,0,3,0,0,0,0,0.794894387,0,0,0,0,32.35476211,0,1,79.83293691,74.86511883
AF00091,286,341,2,5,10,0,0,0,0,0.798151056,0,0,0,0,46.71755557,0,0.967367124,63.54639781,61.06746459
AF00092,218,255,0,3,2,0,0,0,0,0.855719184,0,0,0,0,28.4065752,0,1,74.15231796,68.17705678
AF00093,186,209,2,0,8,0,0,0,0,0.804485268,0,0,0,0,41.42570476,0,0.999071573,68.16975214,63.56152083
AF00094,3,4,0,3,1,0,0,0,0,0.801187159,0,0,0,0,27.88095238,0,1,82.7608898,77.75640031
AF00095,315,337,0,0,28,0,0,0,0,0.793142406,0,0,0,0,44.1177415,0,0.960606292,72.51226398,67.43114473
AF00096,308,356,1,10,18,0,0,0,0,0.789037912,0,0,0,0,48.09364559,0,0.972972973,65.78300064,62.79466015
AF00098,396,508,0,0,31,0,0,0,0,0.800649632,0,0,0,0,50.27823974,0,0.863455718,66.79014485,64.55105011
AF00102,246,266,3,5,16,0,0,0,0,0.854316179,0,0,0,0,32.71956657,0,1,63.19809582,58.25346335
AF00105,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,83.63444487,75.69486088
AF00107,373,448,1,0,23,0,0,0,0,0.819343455,0,0,0,0,53.1366726,0,0.887854873,64.99245424,62.82091145
AF00108,356,376,0,2,22,0,0,0,0,0.79492127,0,0,0,0,45.2120021,0,0.966544098,70.8078582,65.77261243
AF00111,400,449,1,0,25,0,0,0,0,0.801631204,0,0,0,0,38.69471893,0,0.93482102,65.41922083,60.6912408
AF00115,273,332,1,7,16,0,0,1,0,0.805602459,0,0,0,0,50.52493792,0,0.972715399,66.84616763,63.92684184
AF00116,328,368,2,9,15,0,0,0,0,0.824359968,0,0,0,0,48.27271641,0,0.973443474,62.08367619,59.74805433
AF00119,248,278,0,1,18,0,0,0,0,0.791863902,0,0,0,0,51.90345736,0,0.859178406,73.9669642,71.1263693
AF00122,294,324,3,0,13,0,0,0,0,0.824100749,0,0,0,0,47.68731209,0,0.966459544,63.47769679,59.9087579
AF00131,229,248,1,0,17,0,0,0,0,0.80164984,0,0,0,0,39.01590445,0,0.99851476,70.81796249,65.60669284
AF00136,244,255,1,0,14,0,0,0,0,0.817561963,0,0,0,0,41.98859264,0,0.942909012,70.4955075,66.08577793
AF00139,332,326,1,0,20,0,0,0,0,0.786916328,0,0,0,0,47.24165218,0,0.904107101,68.980369,65.16454129
AF00142,358,391,4,2,17,0,0,0,0,0.805336184,0,0,0,0,54.11993784,0,0.840011078,61.22123668,60.4518613
AF00153,281,336,2,0,7,0,0,0,0,0.805950411,0,0,0,0,53.72136912,0,0.811674799,64.69785139,64.18220528
AF00157,108,114,0,0,19,0,0,0,0,0.813278971,0,0,0,0,39.76818623,0,0.984157776,79.57830617,74.3001175
AF00167,403,508,3,4,7,0,0,0,0,0.802271977,0,0,0,0,49.32153905,0,0.881477491,57.89657534,57.99962554
AF00168,302,305,2,0,23,0,0,0,0,0.811445223,0,0,0,0,36.02528163,0,0.999275012,66.62665249,60.52029557
AF00169,410,448,2,0,13,0,0,0,0,0.783533708,0,0,0,0,46.06803592,0,0.967171129,62.92097427,59.03038808
AF00172,169,190,0,4,19,0,0,0,0,0.846145805,0,0,0,0,32.20692765,0,1,76.84101725,70.8693638
AF00180,386,450,4,3,2,0,0,0,0,0.795473692,0,0,0,0,49.26129278,0,0.898486001,58.91159878,58.24829973
AF00183,144,149,0,9,22,0,0,0,0,0.805946956,0,0,0,0,40.5322431,0,0.997031461,78.09544569,72.7395385
AF00184,281,284,3,0,19,0,0,0,0,0.790634911,0,0,0,0,45.23025334,0,0.962457522,65.19789671,60.71372024
AF00185,439,504,3,17,14,0,0,0,0,0.784385045,0,0,0,0,48.3567555,0,0.891958285,55.0115457,56.11656086
AF00187,799,907,6,8,14,0,0,0,0,0.798778855,0,0,0,0,44.66841622,0,0.904957385,53.31641993,51.17750246
AF00197,173,201,0,2,3,0,0,0,0,0.811693178,0,0,0,0,45.74834468,0,0.941259932,76.13062168,71.83086419
AF00199,332,373,0,2,20,0,0,0,0,0.808994916,0,0,0,0,35.64822732,0,0.99762142,70.70576276,64.84301517
AF00214,109,100,0,1,6,0,0,0,0,0.795449992,0,0,0,0,30.4688145,0,0.993897514,79.71353591,74.51003587
AF00216,126,130,0,5,9,0,0,0,0,0.83182607,0,0,0,0,32.80695616,0,0.938626264,78.69021966,73.85034374
AF00218,183,172,0,1,20,0,0,0,0,0.733820278,0,0,0,0,47.92804411,0,0.794785534,77.59943158,75.52945294
AF00220,118,120,0,3,10,0,0,0,0,0.8479204,0,0,0,0,30.48452763,0,1,79.15645589,73.15941674
AF00221,78,78,0,6,9,0,0,0,0,0.797428136,0,0,0,0,37.15531857,0,0.999521466,80.38110465,75.25985414
AF00243,104,133,0,6,2,0,0,0,0,0.819475194,0,0,0,0,39.50487435,0,0.976386482,78.38106994,73.52877039
AF00244,131,149,0,3,8,0,0,0,0,0.801830078,0,0,0,0,40.01491912,0,1,78.00075469,72.90095284
AF00249,213,227,0,8,7,0,0,0,0,0.777516193,0,0,0,0,39.0253012,0,0.997165131,74.93844921,70.07994895
AF00253,200,220,0,16,12,0,0,0,0,0.847305062,0,0,0,0,39.33633657,0,0.983129635,75.20046181,69.19906214
AF00255,50,49,0,3,7,0,0,0,0,0.779902415,0,0,0,0,35.4825825,0,0.999738083,81.32149163,76.47368435
AF00258,130,129,0,4,5,0,0,0,0,0.758802012,0,0,0,0,45.71235461,0,0.859687729,78.52028353,75.57966043
AF00260,185,209,2,1,9,0,0,0,0,0.814060905,0,0,0,0,31.7513834,0,0.923530962,67.93446737,63.95341975
AF00263,38,36,0,1,5,0,0,0,0,0.785986611,0,0,0,0,49.90657206,0,0.995776314,81.76600493,76.30786883
AF00264,192,189,0,5,9,0,0,0,0,0.816363492,0,0,0,0,32.9920027,0,0.927534012,76.58513382,71.93693741
AF00266,104,105,0,3,2,0,0,0,0,0.742637064,0,0,0,0,44.41966998,0,0.986125934,79.27485836,74.99249541
AF00273,87,95,0,2,6,0,0,0,0,0.828920711,0,0,0,0,29.98289219,0,1,79.91453385,74.36785838
AF00275,153,164,0,2,14,0,0,0,0,0.805338589,0,0,0,0,35.71384204,0,1,77.68234864,72.34046966
AF00278,226,223,0,0,25,0,0,0,0,0.763025802,0,0,0,0,38.68650441,0,0.999906573,76.1694351,70.82105183
AF00288,89,85,0,1,5,0,0,0,0,0.817016097,0,0,0,0,37.23913483,0,0.988477865,80.23692523,74.7614446
AF00305,227,236,1,0,15,0,0,0,0,0.769918109,0,0,0,0,42.31173923,0,0.999968383,71.27113598,66.38899431
AF00308,172,173,0,6,14,0,0,0,0,0.758653133,0,0,0,0,45.54343512,0,0.982802337,77.11010679,72.69846188
AF00311,157,181,1,1,4,0,0,0,0,0.81933636,0,0,0,0,38.9879665,0,0.999934063,72.1948807,67.32476469
AF00312,256,274,1,4,11,0,0,0,0,0.768684664,0,0,0,0,34.39612157,0,0.856790054,69.30352613,66.83278174
AF00313,179,189,1,6,7,0,0,0,0,0.824273306,0,0,0,0,34.65827077,0,0.999515621,71.48507738,66.51887869
AF00318,275,286,0,3,28,0,0,0,0,0.740755616,0,0,0,0,44.79120671,0,0.784817783,73.89807987,72.28198364
AF00321,243,282,0,2,7,0,0,0,0,0.812737195,0,0,0,0,40.34199862,0,0.999655937,73.38559737,68.24849811
AF00323,145,130,0,0,7,0,0,0,0,0.81635764,0,0,0,0,35.15988653,0,0.986396751,78.82533035,73.18510749
AF00329,345,353,0,3,24,0,0,0,0,0.763818134,0,0,0,0,47.8267561,0,0.99995122,71.60075596,66.3252226
AF00339,207,195,0,16,17,0,0,0,0,0.803572127,0,0,0,0,35.89868099,0,0.999232709,76.13789696,69.951785
AF00342,633,667,0,1,33,0,0,80,0,0.77830271,0,0,0,0,37.74424701,0,0.996636355,65.50117818,55.70956943
AF00348,195,190,0,2,43,0,0,0,0,0.880333815,0,0,0,0,23.27152874,0,0.994919595,77.60403096,70.25497435
AF00352,123,132,1,1,18,0,0,0,0,0.782123861,0,0,0,0,39.56777425,0,1,74.29600366,69.49381629
AF00358,152,166,0,2,6,0,0,0,0,0.838183191,0,0,0,0,29.84306384,0,1,77.48241735,71.67847121
AF00367,235,248,2,5,8,0,0,0,0,0.786677301,0,0,0,0,40.55988168,0,0.991088926,66.29242617,62.44110001
AF00371,216,230,0,4,6,0,0,0,0,0.819398934,0,0,0,0,43.74749361,0,0.97438341,75.09524085,70.0927343
AF00372,31,22,0,8,20,0,0,0,0,0.832654267,0,0,0,0,15.13855422,0,1,82.54646489,77.0520336
AF00373,337,360,3,7,10,0,0,0,0,0.81244661,0,0,0,0,38.51283444,0,0.986049941,60.78790957,57.27384388
AF00375,216,182,0,1,23,0,0,0,0,0.850615161,0,0,0,0,24.50955748,0,1,77.48008998,70.38789438
AF00378,136,142,1,3,7,0,0,0,0,0.774553828,0,0,0,0,42.03028416,0,0.996575799,73.44106241,69.08575937
AF00379,206,209,0,1,16,0,0,0,0,0.775088942,0,0,0,0,42.49690753,0,0.954694021,76.27940258,71.79677746
AF00383,325,335,2,1,14,0,0,0,0,0.778906758,0,0,0,0,30.68389548,0,0.941955193,65.47389188,60.41031082
AF00385,190,225,1,3,2,0,0,0,0,0.757740484,0,0,0,0,45.27036814,0,0.999777658,70.56844472,66.93694831
AF00389,180,200,0,4,6,0,0,0,0,0.829725072,0,0,0,0,27.67791938,0,1,76.16417021,70.43427634
AF00390,73,75,0,1,5,0,0,0,0,0.765452253,0,0,0,0,42.90795761,0,0.971743196,80.44530261,75.91062898
AF00393,223,255,0,5,4,0,0,0,0,0.796292381,0,0,0,0,39.84339315,0,0.982300163,74.02905383,69.41663167
AF00398,296,304,2,0,20,0,0,0,0,0.837986049,0,0,0,0,36.14988423,0,0.986004631,66.25798574,60.52309954
AF00399,240,293,1,3,5,0,0,0,0,0.777863592,0,0,0,0,43.19070972,0,0.994923157,68.41793152,64.76882815
AF00401,268,270,2,4,13,0,0,0,0,0.754666764,0,0,0,0,44.37229939,0,0.996080399,66.48874333,62.45487723
AF00402,97,97,0,3,11,0,0,0,0,0.798745144,0,0,0,0,41.08637737,0,1,79.84447383,74.59714022
AF00405,114,125,0,2,12,0,0,0,0,0.763705371,0,0,0,0,37.89825669,0,0.999649334,78.88430153,74.28683093
AF00406,179,193,0,1,2,0,0,0,0,0.756533736,0,0,0,0,45.71854754,0,0.994914871,76.4206134,71.91025835
AF00409,129,148,1,3,17,0,0,0,0,0.822694126,0,0,0,0,40.30870879,0,0.99143102,73.43358405,68.60755489
AF00411,79,96,0,2,2,0,0,0,0,0.77210132,0,0,0,0,40.81041364,0,0.999909289,79.66324207,74.97003114
AF00413,218,246,0,6,16,0,0,0,0,0.741556391,0,0,0,0,44.80316531,0,0.933935845,74.56088665,71.35747776
AF00414,155,168,0,5,10,0,0,0,0,0.807115769,0,0,0,0,40.87766165,0,0.995749162,77.31102,72.13259908
AF00420,269,285,0,1,18,0,0,0,0,0.811259473,0,0,0,0,44.57107613,0,0.978862197,73.77148887,68.54098534
AF00421,209,205,1,3,2,0,0,0,0,0.760595249,0,0,0,0,45.78188924,0,0.996133378,71.38895371,67.23198461
AF00424,129,143,1,5,10,0,0,0,0,0.820110696,0,0,0,0,39.10081471,0,0.995643271,73.20239888,68.48397894
AF00426,69,80,0,0,5,0,0,0,0,0.739569871,0,0,0,0,46.47779871,0,0.994214209,80.25748902,75.80985018
AF00433,573,587,3,1,18,0,0,0,0,0.84680474,0,0,0,0,23.78339442,0,1,58.9607554,50.64776264
AF00436,132,142,0,5,9,0,0,0,0,0.809038732,0,0,0,0,33.60092253,0,1,78.21097721,72.90247917
AF00441,132,138,1,7,4,0,0,0,0,0.799736204,0,0,0,0,38.25652646,0,1,73.04792111,68.58003467
AF00442,220,231,0,5,10,0,0,0,0,0.795633906,0,0,0,0,37.37768468,0,0.991975454,75.07809068,69.90264621
AF00446,72,70,0,3,7,0,0,0,0,0.812784951,0,0,0,0,42.64960817,0,0.975777725,80.71450354,75.46981029
AF00448,221,271,0,1,4,0,3,0,0,0.849513113,0,0,0,0,43.1715567,0,0.991763637,73.3092057,68.18425888
AF00459,210,217,0,5,17,0,0,0,0,0.76372906,0,0,0,0,49.65949298,0,0.737233266,75.72161175,74.67474229
AF00462,67,69,0,1,0,0,0,0,0,0.833316978,0,0,0,0,36.60564523,0,0.993916782,80.71966617,74.96050497
AF00463,320,336,2,1,12,0,0,0,0,0.79237617,0,0,0,0,33.05786137,0,0.952634664,65.18586313,60.33891271
AF00464,46,55,0,1,14,0,0,0,0,0.78719086,0,0,0,0,41.27590221,0,0.997089639,81.31021022,76.34644416
AF00467,78,71,0,1,17,0,0,0,0,0.700555129,0,0,0,0,55.8022856,0,0.816241909,80.68804583,78.22788133
AM00033,142,162,0,0,24,0,3,0,0,0.744096592,0,0,0,0,60.3764187,0,0.818591167,77.63189267,75.22373796
AM00034,181,162,0,9,18,0,0,0,0,0.746145549,0,0,0,0,63.6805669,0,0.704615265,77.44374814,76.53314829
AM00035,88,81,0,5,15,0,0,0,0,0.770374957,0,0,0,0,54.7532886,0,0.692283923,80.33451733,78.60000556
AM00062,164,172,2,7,12,0,0,0,0,0.758482618,0,0,0,0,66.57407862,0,0.444846736,68.29821199,71.94952005
AM00155,152,156,2,6,14,0,32,0,0,0.804804025,0,0,0,0,76.63706905,0,0.658326818,64.8154558,66.81003054
AM00176,120,121,0,1,13,0,0,0,0,0.75852421,0,0,0,0,34.1176087,0,0.942391304,79.09044239,75.18181559
AM00196,72,75,0,2,11,0,0,0,0,0.783467752,0,0,0,0,34.10025208,0,0.992243552,80.56869605,75.79255274
AM00227,150,162,0,2,20,0,0,0,0,0.757849889,0,0,0,0,48.27374272,0,0.738175405,77.82658951,76.45723055
AM00268,73,79,0,2,14,0,2,0,0,0.762617807,0,0,0,0,62.39256385,0,0.705396625,80.1830756,77.80650772
AM00271,270,262,0,2,8,0,0,0,0,0.805198465,0,0,0,0,33.27953664,0,0.946880192,74.24270238,69.12140537
AM00274,345,327,0,7,8,0,0,0,0,0.836724952,0,0,0,0,29.67067662,0,0.995390855,71.55541926,64.62157291
AM00282,110,120,0,3,5,0,0,0,0,0.736470173,0,0,0,0,49.37120092,0,0.717348448,78.8120685,77.60357408
AM00337,32,34,0,1,6,0,0,0,0,0.803602707,0,0,0,0,46.36168757,0,0.927480046,81.89559768,77.03880485
AM00343,85,75,0,2,11,0,0,0,0,0.778500941,0,0,0,0,34.25281006,0,0.981901315,80.56445709,75.8231334
AM00394,296,273,0,4,25,0,0,0,0,0.810516786,0,0,0,0,31.2551331,0,0.976724249,74.21096211,67.82540999
AM00428,106,123,0,4,18,0,0,0,0,0.761833599,0,0,0,0,52.02190171,0,0.794444444,78.98026006,76.86644111
